dataset,subdataset,sentence,flag,Bert,BiGRU,BiLSTM,Distilbert,GRU,LSTM,RNN,Roberta,Smallbert,Status,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Been to the one in Brooklyn for over 25 years, now I dont have to go over the bridge for the best pizza ....Hanx",explicit,True,True,True,True,True,True,True,True,True,Misclassified,26.0,1.0,3.423076923076923,1.4980263149346498,0.8076923076923077,0.6538461538461539,0.5384615384615384,0.19230769230769232,0.3076923076923077,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.0,0.6296296296296297,0.15384615384615385,7.536666666666665,0.0,0.07692307692307693,1.0,0.3,0.010433025658130646,0.05563037097454071,0.004026069771498442,0.10134316980838776,0.006880450062453747,0.2806608974933624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Cool atmosphere but such a let down.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,8.0,1.0,3.75,2.6339134382131846,1.0,1.0,0.5,0.125,0.25,0.0,0.0,0.125,0.0,1.0,0.5,0.125,2.3114285714285714,0.0,0.0,0.0648148148148148,0.47962962962962963,0.002833531005308032,0.0070588053204119205,0.002049015136435628,0.9008422493934631,0.022620301693677902,0.004846710246056318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I also recommend the garlic knots.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,7.0,1.0,4.142857142857143,2.641891715558133,1.0,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.42857142857142855,0.14285714285714285,6.416666666666668,0.0,0.0,0.0,0.0,0.005777016282081604,0.04201787710189819,0.004202996846288443,0.006828438490629196,0.038731928914785385,0.005032559856772423,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I recomend the chicken milanese.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,6.0,1.0,4.666666666666667,3.0912061651652345,1.0,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,1.0,0.3333333333333333,0.16666666666666666,5.240000000000002,0.0,0.0,-0.6,0.95,0.0068024215288460255,0.01930963806807995,0.0034905108623206615,0.0041479491628706455,0.030330628156661987,0.006141192279756069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I went for restaurant week and ordered off the prix fixe menu,explicit,True,True,True,True,True,True,True,True,True,Misclassified,12.0,1.0,4.166666666666667,2.1921577396609844,1.0,1.0,0.4166666666666667,0.0,0.4166666666666667,0.16666666666666666,0.0,0.0,0.08333333333333333,1.0,0.4166666666666667,0.0,4.823333333333334,0.0,0.0,0.0,0.0,0.0049636042676866055,0.22593559324741364,0.002090663416311145,0.010766668245196342,0.0035630357451736927,0.12235704809427261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I'm in love with the lobster ravioli!,explicit,True,True,True,True,True,True,True,True,True,Misclassified,9.0,1.0,3.4444444444444446,2.165954298846436,1.0,1.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,1.0,0.5555555555555556,0.1111111111111111,5.682857142857145,0.0,0.0,0.625,0.6,0.004007845651358366,0.9489665627479553,0.0006951323011890054,0.006583091337233782,0.002636584686115384,0.016761615872383118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,I've had better Japanese food at a mall food court.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,12.0,1.0,3.5,2.0615528128088303,0.9166666666666666,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,1.0,0.4166666666666667,0.08333333333333333,3.650000000000002,0.0,0.0,0.25,0.25,0.0074498290196061134,0.032869890332221985,0.007729277480393648,0.012351891957223415,0.1502896249294281,0.031207868829369545,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"If you're in the neighborhood, definitely stop by for a great meal.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,15.0,1.0,3.7333333333333334,3.08688984074406,1.0,1.0,0.4666666666666667,0.2,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,0.5333333333333333,0.06666666666666667,5.806666666666668,0.0,0.13333333333333333,0.4,0.625,0.004691920708864927,0.13753530383110046,0.004296867176890373,0.0036884865257889032,0.009207429364323616,0.006876311264932156,0.0,0.0,1.0,0.0,0.0,0.0,0.9629726409912109,11.0,0.0,0.0,0.0,1.0,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,It's cute and simple and I loved it.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,10.0,1.0,2.9,1.57797338380595,0.9,0.8,0.5,0.2,0.0,0.2,0.2,0.0,0.3,1.0,0.6,0.1,0.8049999999999997,0.0,0.0,0.39999999999999997,0.7190476190476192,0.0016248635947704315,0.9670537114143372,0.00033132373937405646,0.002466930076479912,0.0050785657949745655,0.0037517864257097244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,MY date and I both ordered the Branzini and both felt the fish was very average.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,17.0,1.0,3.823529411764706,1.886025828456635,0.8235294117647058,0.6470588235294118,0.5882352941176471,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,1.0,0.5882352941176471,0.058823529411764705,6.137499999999999,0.0,0.058823529411764705,-0.195,0.52,0.009820645675063133,0.06007326766848564,0.007847059518098831,0.026693636551499367,0.0738365650177002,0.08877252787351608,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The ambiance was pretty cool, but not worth the hassle.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,12.0,1.0,3.8333333333333335,1.9930434571835662,1.0,1.0,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,1.0,0.4166666666666667,0.08333333333333333,4.830000000000002,0.0,0.0,0.15,0.5833333333333334,0.005809057969599962,0.6045657992362976,0.0043820482678711414,0.04520779103040695,0.08601120859384537,0.009764564223587513,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,31.0,1.0,3.7096774193548385,2.2171406809599463,0.8709677419354839,0.7741935483870968,0.4838709677419355,0.0967741935483871,0.25806451612903225,0.16129032258064516,0.06451612903225806,0.0,0.0,1.0,0.5806451612903226,0.03225806451612903,10.922857142857143,0.0,0.0967741935483871,-0.16666666666666666,0.16666666666666666,0.0047875442542135715,0.0034151580184698105,0.0031037903390824795,0.003845218336209655,0.008434037677943707,0.015085739083588123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,31.0,1.0,3.161290322580645,1.6480051321864262,0.7741935483870968,0.5806451612903226,0.6451612903225806,0.06451612903225806,0.1935483870967742,0.12903225806451613,0.0967741935483871,0.06451612903225806,0.06451612903225806,1.0,0.6451612903225806,0.03225806451612903,8.740689655172414,0.0,0.06451612903225806,-0.275,0.4,0.009759774431586266,0.0023446218110620975,0.008862687274813652,0.059258684515953064,0.04357094317674637,0.028956104069948196,0.0,0.0,0.0,1.0,0.0,0.0,0.950594961643219,28.0,0.0,0.0,0.0,1.0,0.9655172413793104,0.0,0.0,0.0,0.034482758620689655
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,35.0,1.0,4.142857142857143,2.0444050079998077,0.8571428571428571,0.7428571428571429,0.42857142857142855,0.08571428571428572,0.17142857142857143,0.14285714285714285,0.11428571428571428,0.08571428571428572,0.0,1.0,0.5142857142857142,0.02857142857142857,14.590000000000003,0.0,0.02857142857142857,-0.15,0.49166666666666664,0.11030833423137665,0.0006694014300592244,0.007391395978629589,0.01096816174685955,0.8429092764854431,0.0032431178260594606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our meal.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,19.0,1.0,4.631578947368421,2.757010706043957,1.0,1.0,0.42105263157894735,0.05263157894736842,0.3157894736842105,0.10526315789473684,0.0,0.05263157894736842,0.10526315789473684,1.0,0.47368421052631576,0.05263157894736842,11.096666666666668,0.0,0.05263157894736842,0.5,0.7,0.0021921545267105103,0.9567042589187622,0.000952594040427357,0.0011023334227502346,0.00630551390349865,0.006742611061781645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",implicit,True,True,True,True,True,True,True,True,True,Misclassified,29.0,1.0,4.0,3.434108828834034,0.896551724137931,0.8275862068965517,0.3448275862068966,0.2413793103448276,0.1724137931034483,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655,1.0,0.45161290322580644,0.034482758620689655,11.849565217391305,0.0,0.10344827586206896,0.0,0.0,0.08177591860294342,0.0026304705534130335,0.006692038848996162,0.009074414148926735,0.4221750795841217,0.008448226377367973,0.0,0.0,0.0,2.0,0.0,0.0,0.9035964608192444,22.0,0.0,0.0,0.0,1.0,0.9565217391304348,0.0,0.0,0.0,0.043478260869565216
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"But nonetheless--great spot, great food.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,9.0,1.0,4.0,2.8674417556808756,0.8888888888888888,0.7777777777777778,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,1.0,0.1111111111111111,0.1111111111111111,2.879999999999999,0.0,0.0,0.8,0.75,0.004288113210350275,0.9404973387718201,0.0013791474048048258,0.008021833375096321,0.011597813107073307,0.011478896252810955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"For me dishes a little oily, but overall dining experience good.",implicit,True,True,True,True,True,True,True,True,True,Misclassified,13.0,1.0,4.153846153846154,2.6266724736867495,1.0,1.0,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,1.0,0.3076923076923077,0.07692307692307693,10.154545454545456,0.0,0.0,0.1708333333333333,0.3666666666666667,0.005866142921149731,0.37439271807670593,0.005114150233566761,0.07708454877138138,0.3261706233024597,0.006508004851639271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Highly impressed from the decor to the food to the hospitality to the great night I had!,implicit,True,True,True,True,True,True,True,True,True,Misclassified,18.0,1.0,4.0,2.5385910352879693,0.7222222222222222,0.6111111111111112,0.5555555555555556,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,0.5555555555555556,0.05555555555555555,7.698823529411765,0.0,0.0,1.0,0.875,0.007683015428483486,0.02561681903898716,0.0018732553580775857,0.0017648309003561735,0.006594679784029722,0.9224711656570435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,47.0,1.0,3.425531914893617,2.2573254825318885,0.851063829787234,0.723404255319149,0.44680851063829785,0.1702127659574468,0.1276595744680851,0.1276595744680851,0.06382978723404255,0.06382978723404255,0.06382978723404255,1.0,0.48936170212765956,0.02127659574468085,15.05076923076923,0.0,0.02127659574468085,-0.6,0.95,0.003391688223928213,0.01189939770847559,0.0011528490576893091,0.009835516102612019,0.015386697836220264,0.05644381418824196,1.0,0.0,1.0,1.0,0.0,0.0,0.9016545414924622,40.0,1.0,0.0,0.0,0.0,0.975609756097561,0.024390243902439025,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,19.0,1.0,4.473684210526316,2.740887698166639,0.9473684210526315,0.8947368421052632,0.42105263157894735,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.10526315789473684,1.0,0.47368421052631576,0.05263157894736842,9.785555555555558,0.0,0.0,0.36818181818181817,0.5272727272727272,0.0020421515218913555,0.9172824025154114,0.001355529180727899,0.002969184424728155,0.006463662255555391,0.01334195677191019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"If you go here, do it on his off-night.",implicit,True,True,True,True,True,True,True,True,True,Misclassified,11.0,1.0,2.8181818181818183,2.124240262826895,1.0,1.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,1.0,0.6923076923076923,0.09090909090909091,-0.27999999999999936,0.0,0.18181818181818182,0.0,0.0,0.04749006778001785,0.006317345891147852,0.0327814556658268,0.017715342342853546,0.045713093131780624,0.006832074373960495,0.0,0.0,0.0,0.0,0.0,0.0,0.962914764881134,8.0,0.0,0.0,0.0,1.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Pacifico is a great place to casually hang out.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,10.0,1.0,3.9,2.4677925358506134,1.0,1.0,0.4,0.1,0.2,0.2,0.1,0.1,0.0,1.0,0.4,0.1,7.58666666666667,0.0,0.0,0.14999999999999997,0.8083333333333333,0.003516528522595763,0.7048292756080627,0.0038996930234134197,0.004683183040469885,0.01189990434795618,0.013072323985397816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",explicit,True,True,True,True,True,True,True,True,True,Misclassified,19.0,1.0,4.2105263157894735,3.0707267675399623,0.8421052631578947,0.6842105263157895,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.05263157894736842,1.0,0.5263157894736842,0.05263157894736842,10.562500000000004,0.0,0.10526315789473684,0.39999999999999997,0.43333333333333335,0.003998518455773592,0.014210730791091919,0.0007996605709195137,0.8481744527816772,0.018317168578505516,0.019203240051865578,1.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,The place is beautiful!,explicit,True,True,True,True,True,True,True,True,True,Misclassified,5.0,1.0,4.0,2.8284271247461903,1.0,1.0,0.4,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.4,0.2,3.6700000000000017,0.0,0.0,1.0,1.0,0.0034391828812658787,0.9307325482368469,0.0017245019553229213,0.0022663427516818047,0.0037325199227780104,0.04392854496836662,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,This place survives on reputation alone.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,7.0,1.0,5.0,2.9277002188455996,1.0,1.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.42857142857142855,0.14285714285714285,8.383333333333333,0.0,0.0,0.0,0.0,0.008454992435872555,0.1664542853832245,0.002337974961847067,0.007215913850814104,0.0421619676053524,0.008929336443543434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Very, very nice",implicit,True,True,True,True,True,True,True,True,True,Misclassified,4.0,1.0,3.25,1.299038105676658,1.0,1.0,0.5,0.25,0.0,0.0,0.25,0.5,0.0,1.0,0.5,0.0,5.246666666666666,0.0,0.0,0.78,1.0,0.002979428041726351,0.7743659615516663,0.0014912569895386696,0.011323169805109501,0.010282055474817753,0.02467361092567444,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"never swaying, never a bad meal, never bad service...",implicit,True,True,True,True,True,True,True,True,True,Misclassified,12.0,1.0,3.75,2.0463381929681126,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.25,0.0,0.16666666666666666,0.25,0.0,1.0,0.3333333333333333,0.25,6.2755555555555596,0.0,0.0,0.3499999999999999,0.6666666666666666,0.15210352838039398,0.040000367909669876,0.025943996384739876,0.03718559071421623,0.2505514919757843,0.00418655714020133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,not only is the food,implicit,True,True,True,True,True,True,True,True,True,Misclassified,5.0,1.0,3.2,0.7483314773547882,1.0,1.0,0.8,0.0,0.2,0.2,0.0,0.4,0.0,1.0,0.8,0.0,0.5199999999999996,0.0,0.0,0.0,1.0,0.02328580431640148,0.008348002098500729,0.0063566179014742374,0.05212244763970375,0.043534718453884125,0.2001228779554367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I just found out that you can have the place to yourself on nights and weekends for a private party - can't wait to celebrate my next birthday there.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,31.0,1.0,3.903225806451613,2.2194861176476866,0.967741935483871,0.9354838709677419,0.5483870967741935,0.0967741935483871,0.16129032258064516,0.16129032258064516,0.06451612903225806,0.0967741935483871,0.0967741935483871,1.0,0.6451612903225806,0.03225806451612903,10.080000000000002,0.0,0.12903225806451613,0.0,0.1875,0.004753688350319862,0.7684513926506042,0.0015969236847013235,0.004461882170289755,0.0010104093234986067,0.17653104662895203,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I love breakfast here.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,5.0,1.0,3.8,2.9257477676655586,1.0,1.0,0.4,0.2,0.2,0.2,0.0,0.2,0.2,1.0,0.4,0.2,0.7199999999999989,0.0,0.0,0.5,0.6,0.002188948215916753,0.9647846817970276,0.0006411506328731775,0.007245424669235945,0.0034118948969990015,0.004235872998833656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I'm astonished that this restaurant is categorized as $$$ rather than $$$$.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,19.0,1.0,3.3684210526315788,3.3278810441131026,0.6842105263157895,0.631578947368421,0.3157894736842105,0.47368421052631576,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,1.0,0.42105263157894735,0.05263157894736842,9.55,0.0,0.10526315789473684,0.0,0.0,0.005084900185465813,0.0011745020747184753,0.0015598386526107788,0.0012547785881906748,0.0027100800070911646,0.9794320464134216,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,i highly recommend this place to all that want to try indain food for the first time.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,18.0,1.0,3.8333333333333335,1.8929694486000912,0.9444444444444444,0.8888888888888888,0.4444444444444444,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,1.0,0.5,0.05555555555555555,4.92235294117647,0.0,0.1111111111111111,0.20500000000000002,0.43666666666666665,0.0013629179447889328,0.9775769114494324,0.00917019136250019,0.0011833548778668046,0.0006237091147340834,0.007026722654700279,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,I went home & looked them up online again where I discovered there is a link for a give away that doesn't work so emailed the restaurant about the non existent service & deceptive link.,explicit,True,True,True,True,True,True,True,True,True,Misclassified,37.0,1.0,4.081081081081081,2.453661118679136,0.8648648648648649,0.7297297297297297,0.4594594594594595,0.10810810810810811,0.1891891891891892,0.16216216216216217,0.10810810810810811,0.08108108108108109,0.08108108108108109,1.0,0.5135135135135135,0.02702702702702703,14.443636363636365,0.0,0.05405405405405406,0.0,0.0,0.032047539949417114,0.004725919105112553,0.030279191210865974,0.13716711103916168,0.018833544105291367,0.38478970527648926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,None that I can think of.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,7.0,1.0,2.857142857142857,1.4568627181693672,1.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,1.0,0.7142857142857143,0.14285714285714285,-1.4499999999999993,0.0,0.0,0.0,0.0,0.05575745925307274,0.006516961380839348,0.008888757787644863,0.044774532318115234,0.5317675471305847,0.05702366307377815,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,WHAT ELSE CAN YOU SAY NICE PEOPLE AMAZING FOOD WOW,explicit,True,True,True,True,True,True,True,True,True,Misclassified,10.0,1.0,4.1,1.3,1.0,1.0,0.3,0.0,0.9,0.0,0.0,0.0,0.0,1.0,0.5,0.0,3.650000000000002,0.0,0.0,0.4333333333333334,0.9666666666666667,0.0249634962528944,0.18050619959831238,0.0066048260778188705,0.014519086107611656,0.010083414614200592,0.18035373091697693,2.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,– ...and the best summertime deck experience--they will even bring you a blanket if you get cold in the Seattle evening weather.,implicit,True,True,True,True,True,True,True,True,True,Misclassified,26.0,1.0,4.115384615384615,2.438898286536568,0.9230769230769231,0.8461538461538461,0.38461538461538464,0.23076923076923078,0.2692307692307692,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.11538461538461539,1.0,0.46153846153846156,0.15384615384615385,10.580952380952379,0.0,0.07692307692307693,0.2,0.65,0.010305266827344894,0.14115525782108307,0.002196134999394417,0.023638129234313965,0.009108384139835835,0.013528002426028252,1.0,0.0,1.0,0.0,0.0,0.0,0.9630706310272217,20.0,0.0,0.0,0.0,2.0,0.9090909090909091,0.0,0.0,0.0,0.09090909090909091
